Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
Madagascar,2020,20312.007,49491.508,243.296,744684.797,1810223.431,0.032,1154.828,17.715,12.34,133.963,137.057,-20.743,-17.764,-30.628,-18.467,27.34,6162.272,8101.585,-1939.312,-1577.029,25856.568,49435.649,-6.076,,,,,
Madagascar,2021,21491.126,55806.239,259.453,764009.152,1980489.696,0.032,1178.577,15.098,10.238,143.146,146.805,10.223,11.117,30.152,38.677,28.178,6174.703,7654.531,-1479.828,-1125.298,29055.383,55744.386,-5.567,,,,,
Madagascar,2022,22348.775,62120.797,277.707,773077.02,2144955.273,0.032,1178.916,21.337,15.91,156.685,166.691,5.919,3.176,20.701,12.959,28.961,6783.701,10769.51,-3985.809,-3638.989,34264.209,62053.012,-6.25,,,,,
Madagascar,2023,23242.578,69814.613,300.113,782253.863,2345410.919,0.032,1228.845,24.217,20.284,174.624,179.664,8.935,3.808,34.663,25.795,29.766,10442.993,13145.443,-2702.449,-2049.592,37732.607,69742.096,-4.553,,,,,
Malawi,2017,6535.224,6566.18,100,342079.866,342546.425,0.021,251.074,9.584,-5.946,82.012,75.024,5.684,5.684,-11.509,-11.509,19.169,1050.54,1392.053,-341.513,-158.159,2669.468,6531.224,-16.918,,,,,
Malawi,2018,6822.447,7273.63,106.129,347106.298,368830.588,0.021,260.207,7.888,-4.156,86.18,84.578,-15.343,-15.343,2.227,2.227,19.721,1103.015,1421.805,-318.791,-117.355,3221.08,7235.94,-13.234,,,,,
Malawi,2019,7194.963,8260.733,114.331,355771.043,407158.32,0.022,275.377,7.861,-4.75,93.561,94.822,14.342,14.342,8.092,8.092,20.289,1228.427,1606.936,-378.509,-124.61,3769.046,8219.853,-14.002,,,,,
Malawi,2020,7256.039,8857.702,121.505,348967.538,424360.361,0.023,288.886,7.541,-6.229,100.094,97.308,6.142,6.142,-19.881,-19.881,20.873,1296.862,2026.379,-729.517,-444.862,4884.732,8815.34,-15.401,,,,,
Malawi,2021,7591.016,10022.103,131.501,354688.949,466704.124,0.023,299.213,8.944,-4.384,109.343,111.529,-12.428,-12.428,39.51,39.51,21.474,1515.713,2383.008,-867.294,-461.03,6201.87,9976.285,-14.991,,,,,
Malawi,2022,7647.941,11849.395,154.318,347517.944,536349.632,0.022,328.142,13.131,9.775,141.678,150.86,-56.838,-56.838,-24.584,-24.584,22.093,2061.695,3173.661,-1111.967,-552.027,8946.026,11800.895,-3.777,,,,,
Malawi,2023,7778.842,15166.797,194.361,343532.027,667290.229,0.022,398.63,12.376,6.515,182.113,190.863,59.081,59.081,18.221,18.221,22.729,2705.078,3738.176,-1033.098,-341.165,11952.15,15115.702,-6.634,,,,,
Malaysia,2017,1306.581,2520.716,105.5,66517.556,78716.789,0.677,1.655,25.547,28.338,123.324,124.41,8.464,12.833,7.26,10.778,32.023,289.032,324.542,-35.51,-9.069,800.872,1372.31,11.696,3.425,,,-37.895,
Malaysia,2018,1368.609,2696.908,106.159,68964.437,83283.411,0.686,1.626,23.897,26.128,121.652,121.265,2.329,3.118,2.125,5.623,32.382,311.955,352.888,-40.933,-11.727,861.266,1447.76,10.234,3.325,,,-54.946,
Malaysia,2019,1428.365,2824.249,106.235,71696.471,86838.501,0.697,1.599,21.048,24.546,122.146,123.291,-1.944,-3.16,-0.812,-1.644,32.523,347.817,380.23,-32.413,0.428,920.592,1512.738,16.272,3.275,,,-26.219,
Malaysia,2020,1340.792,2662.315,105.366,67942.868,82051.182,0.679,1.565,19.658,23.824,118.961,119.21,-8.875,-2.837,0.401,1.361,32.447,306.021,380.386,-74.365,-47.611,1027.913,1418.49,18.224,4.525,,,-62.205,
Malaysia,2021,1393.942,2901.044,111.38,69905.483,89054.666,0.66,1.583,22.107,25.992,125.552,127.734,24.776,18.648,17.419,14.501,32.576,306.163,401.116,-94.954,-60.219,1140.267,1548.899,18.409,4.65,,,-84.591,
Malaysia,2022,1519.589,3335.785,118.559,75775.738,102161.726,0.694,1.575,23.506,26.582,130.612,132.975,16.625,19.157,9.075,6.557,32.652,368.073,479.273,-111.2,-71.402,1240.602,1791.358,15.595,3.825,,,-115.854,
Malaysia,2023,1574.736,3565.688,121.524,77806.426,107857.82,0.701,1.557,24.126,26.827,133.725,135.748,4.341,2.933,0.86,0.697,33.059,359.749,453.958,-94.209,-46.686,1344.117,1908.866,14.34,3.625,,,-97.302,
Maldives,2017,73.911,86.864,109.672,210413.721,241555.033,0.007,8.161,20,-0.966,99.151,100.314,7.981,4.829,4.993,34.687,0.36,47.953,53.252,-5.3,-2.964,111.792,73.153,-21.961,,,,,
Maldives,2018,80.242,96.805,113.126,223750.643,264758.813,0.008,8.22,20,-8.38,99.57,99.15,13.571,20.357,3.71,-5.997,0.366,49.462,59.03,-9.569,-6.559,130.758,81.586,-29.883,,,,,
Maldives,2019,83.968,102.682,111.935,235205.436,276194.196,0.008,7.99,20,-6.613,100.831,102.017,0.784,0.659,5.502,7.339,0.372,50.157,62.599,-12.442,-9.46,146.77,86.284,-28.103,,,,,
Maldives,2020,18.007,68.652,112.177,154152.507,181614.727,0.005,7.904,20,-14.747,96.325,96.207,-40.268,-38.083,-51.608,-20.872,0.378,41.638,78.653,-37.015,-32.981,243.126,57.623,-36.046,,,,,
Maldives,2021,114.56,99.288,114.126,214899.273,258323.196,0.007,7.696,20,11.511,98.341,98.568,39.855,37.631,115.845,-1.821,0.384,47.051,72.285,-25.235,-20.672,219.569,83.098,-8.947,,,,,
Maldives,2022,96.77,115.526,115.951,240652.588,295607.203,0.008,7.307,20,3.193,103.281,105.053,38.666,36.602,25.865,37.876,0.391,57.987,81.434,-23.448,-17.172,224.321,96.132,-17.855,,,,,
Maldives,2023,97.664,129.237,120.005,255776.057,325232.936,0.008,7.294,20,3.552,107.696,109.028,-0.742,3.703,-4.608,-8.088,0.397,61.712,79.574,-17.863,-11.049,228.79,107.52,-17.596,,,,,
Mali,2017,4945.749,8978.991,180.592,257984.862,464959.156,0.034,214.509,21.59,14.305,147.577,145.318,-20.62,-14.182,13.569,11.025,19.311,1809.77,2067.946,-258.176,-182.942,3246.549,8922.038,-8.404,,2805.715,,,
Mali,2018,5179.688,9543.653,183.228,261785.436,478755.354,0.034,212.531,20.458,15.559,149.877,145.472,-12.286,-12.073,-2.61,-0.771,19.934,1491.464,1945.846,-454.382,-369.522,3595.547,9481.959,-5.736,,3266.365,,,
Mali,2019,5426.283,10189.549,186.75,265816.515,495421.737,0.035,212.799,22.532,15.075,140.452,136.568,10.745,11.608,7.638,3.97,20.567,2194.765,2366.949,-172.184,-67.056,4163.96,10124.689,-8.746,,3533.418,,,
Mali,2020,5352.852,10205.555,189.394,254318.109,480714.056,0.036,213.031,17.186,14.988,144.653,141.617,7.838,10.979,-21.885,-12.863,21.23,2100.922,2651.163,-550.24,-425.399,4805.278,10140.312,-2.587,,4133.824,,,
Mali,2021,5520.71,11035.073,198.708,253895.547,503540.91,0.035,213.9,21.277,13.785,153.471,162.208,10.305,10.802,5.396,3.134,21.915,2376.489,2907.311,-530.823,-382.767,5571.359,10964.033,-8.974,,4802.071,,,
Mali,2022,5725.729,12008.322,208.532,255077.795,530840.775,0.035,209.78,15.252,8.362,173.965,173.029,-17.101,-12.366,9.649,12.6,22.621,2380.187,2956.11,-575.922,-397.451,6215.143,11932.271,-8.211,,5737.626,,,
Mali,2023,5984.016,12926.234,214.788,258255.5,553623.622,0.035,208.409,16.518,10.023,177.442,173.224,18.473,20.95,-3.407,-4.247,23.348,2756.822,3384.442,-627.621,-426.163,6704.924,12843.3,-7.88,,6051.479,,,
Malta,2017,22.327,46.07,104.176,69760.787,100085.411,0.017,0.578,20.616,26.475,103.428,104.448,5.571,5.571,10.371,10.371,0.46,42.248,38.566,3.683,5.656,53.503,11.937,6.649,4,39.616,0.219,3.169,1.524
Malta,2018,19.724,51.173,105.982,72507.937,107573.983,0.017,0.574,19.853,25.465,105.673,105.799,9.072,9.072,8.447,8.447,0.476,42.901,40.668,2.234,3.916,49.07,13.044,6.477,3.658,36.903,0.237,0.628,2.938
Malta,2019,20.236,55.037,108.417,74817.4,111510.855,0.018,0.577,20.769,29.804,107.037,107.21,10.664,10.664,9.689,9.689,0.494,41.367,40.798,0.569,2.039,45.762,14.286,10.48,3.633,33.163,0.255,-2.113,5
Malta,2020,4.034,51.649,110.251,65966.26,100373.663,0.017,0.579,21.74,23.938,107.149,106.229,1.479,1.479,-1.823,-1.823,0.515,40.459,51.263,-10.804,-9.347,59.205,13.354,2.533,4.358,47.402,0.261,-6.615,-7.445
Malta,2021,25.9,60.445,112.431,73858.309,117117.916,0.018,0.565,21.436,22.643,107.83,111.383,4.982,4.982,7.525,7.525,0.516,40.863,49.727,-8.864,-7.582,62.302,15.293,1.424,3.408,50.687,0.269,-8.475,-0.656
Malta,2022,21.458,66.302,118.361,78227.867,127266.221,0.019,0.556,26.25,20.559,119.785,124.412,10.056,10.056,6.756,6.756,0.521,40.302,46.953,-6.65,-5.52,61.31,17.212,-6.723,2.917,55.075,0.283,-7.577,1.569
Malta,2023,18.881,72.276,123.647,80626.551,137769.553,0.019,0.56,22.948,19.981,126.12,127.078,-3.071,-3.071,-0.474,-0.474,0.525,41.904,48.133,-6.229,-4.412,64.196,18.662,-3.57,3.1,58.374,0.29,-6.588,0.609
Mauritania,2017,80.535,272.11,327.759,24769.182,70104.338,0.018,11.126,37.899,32.031,168.281,166.835,0.669,0.669,18.848,18.848,3.881,71.529,69.707,1.823,4.963,188.055,243.406,-10.659,,184.317,,,
Mauritania,2018,82.581,297.583,342.687,25373.859,74961.106,0.018,11.359,46.45,33.173,174.134,173.976,11.401,11.401,-0.003,-0.003,3.97,81.453,69.624,11.83,16.036,212.294,266.638,-14.033,,203.873,,,
Mauritania,2019,87.461,329.208,360.775,26167.166,81116.363,0.019,11.748,46.944,37.839,177.332,178.14,0.19,0.19,12.206,12.206,4.058,79.342,69.081,10.262,13.794,220.425,295.952,-11.136,,216.261,,,
Mauritania,2020,80.325,346.486,384.672,25365.808,83543.069,0.019,12.365,46.841,37.478,181.577,180.468,-0.681,-0.681,2.003,2.003,4.147,86.434,75.146,11.288,15.088,230.31,312.594,-7.268,,226.137,,,
Mauritania,2021,85.695,397.452,433.033,25418.332,93737.86,0.018,13.321,57.161,39.876,189.13,194.544,5.752,5.752,-9.663,-9.663,4.24,99.324,88.285,11.039,14.615,235.103,360.498,-8.594,,220.016,,,
Mauritania,2022,95.09,406.257,412.423,26473.217,93734.524,0.019,11.857,38.562,32.557,212.853,220.649,5.665,5.665,17.619,17.619,4.334,115.129,129.043,-13.915,-10.399,236.429,365.525,-16.85,,219.421,,,
Mauritania,2023,97.194,438.846,426.403,27075.619,99059.816,0.019,11.824,32.097,30.734,226.069,222.02,3.315,3.315,10.215,10.215,4.43,118.183,131.323,-13.14,-10.308,245.27,395.075,-10.899,,228.048,,,
Mauritius,2017,484.721,514.584,98.352,402334.679,406914.395,0.023,16.882,17.668,22.037,103.675,104.9,5.466,5.959,3.624,-1.496,1.265,128.812,138.276,-9.464,4.137,364.289,486.005,-5.076,7.1,,,-8.417,
Mauritius,2018,504.054,544.615,100,418112.324,430308.824,0.023,16.762,18.873,22.381,106.462,104.16,3.813,3.068,3.51,0.942,1.266,132.459,145.552,-13.093,2.012,389.251,507.784,-4.324,6.9,,,-11.538,
Mauritius,2019,517.396,557.789,99.534,430256.968,440774.855,0.023,16.39,19.436,21.492,104.154,104.179,1.398,1.295,-4.691,-4.868,1.265,125.929,172.701,-46.772,-30.827,469.389,470.956,-5.695,6.7,,,-45.921,
Mauritius,2020,424.802,487.029,102.093,367288.922,384690.296,0.02,16.595,18.226,19.757,108.834,108.811,-11.477,-8.977,-39.079,-16.53,1.266,120.324,178.456,-58.131,-43.25,526.803,456.721,-9.8,9.2,,,-78.273,
Mauritius,2021,457.736,519.16,105.313,380418.098,410764.498,0.02,16.382,19.807,21.573,114.646,120.044,10.931,10.795,-7.306,-1.721,1.264,150.26,175.584,-25.323,-9.836,552.804,525.663,-14.538,9.1,,,-21.751,
Mauritius,2022,502.513,616.75,115.402,414361.791,489020.133,0.021,16.777,20.005,25.737,133.321,139.283,8.576,6.922,40.795,9.358,1.261,170.282,193.453,-23.17,-6.058,596.977,618.435,-13.009,7.7,,,-15.765,
Mauritius,2023,524.062,718.817,128.521,435506.291,570005.748,0.021,18.021,18.953,26.304,139.927,141.689,2.894,2.041,8.58,-4.161,1.261,181.464,221.981,-40.517,-16.708,642.205,706.084,-7.154,7.38,,,-25.684,
Mexico,2017,23710.98,26267.384,95.053,211618.787,211762.483,2.074,8.871,23.892,22.024,101.614,105.046,5.649,5.538,3.198,2.842,124.042,5429.098,5663.168,-234.069,576.274,11888.805,22536.21,-24.113,3.419,10076.346,,-524.843,
Mexico,2018,24178.643,28085.806,100,213577.709,224098.779,2.042,9.114,23.477,21.409,105.149,107.851,5.604,5.836,6.527,6.972,125.328,5542.643,6061.821,-519.178,372.931,12672.852,24176.67,-28.059,3.322,10595.28,,-671.644,
Mexico,2019,24109.145,29141.251,104.288,210880.531,230224.232,1.983,9.337,22.111,21.671,107.53,108.763,-1.081,-0.72,1.164,1.175,126.578,5800.252,6371.772,-571.521,344.738,13090.689,25143.134,-6.18,3.49,10921.786,,-676.812,
Mexico,2020,22014.924,27692.574,109.336,190805.121,216699.89,1.867,9.663,20.201,22.21,110.824,112.421,-11.991,-10.988,-7.019,-4.878,127.792,5682.14,6719.775,-1037.636,-120.858,14147.496,24079.804,24.532,4.408,12141.752,,-789.727,
Mexico,2021,23315.112,30677.241,114.155,200096.122,237858.892,1.86,9.655,21.455,20.82,119.235,124.663,15.05,15.512,7.182,5.64,128.972,6144.943,7148.695,-1003.751,-3.573,15201.659,26608.701,-8.979,4.142,13166.171,,-888.899,
Mexico,2022,24221.822,34033.612,121.826,206065.448,261558.884,1.87,9.629,22.745,21.514,130.409,134.295,8.911,8.864,9,8.478,130.118,7165.167,8445.71,-1280.543,215.142,16007.726,29503.758,-19.276,3.275,14207.786,,-1239.012,
Mexico,2023,24990.505,37111.32,128.154,210810.716,282795.46,1.875,9.77,24.11,22.645,134.842,136.669,6.474,6.477,-2.572,-2.871,131.23,7654.274,8907.042,-1252.768,513.291,16919.134,32022.251,-28.094,2.888,14966.067,,-1336.377,
Moldova,2017,16.503,217.108,1430.619,15787.471,78097.612,0.026,5.572,21.939,16.102,51486.851,23754.102,14.5,14.5,12.5,12.5,2.78,83.707,85.502,-1.795,1.278,96.217,176.007,-6.392,4.125,,,,
Moldova,2018,16.907,233.986,1476.211,16733.241,85697.603,0.026,5.615,26.592,15.822,53332.204,23961.388,8.9,8.9,6.2,6.2,2.73,88.671,91.138,-2.466,-0.133,91.921,189.063,-11.982,3.05,,,,
Moldova,2019,16.868,253.502,1554.497,17649.998,94529.189,0.026,5.809,25.104,15.682,55917.539,25765.025,4.8,4.8,6.7,6.7,2.682,93.469,97.957,-4.489,-2.052,88.177,206.256,-10.527,5.125,,,,
Moldova,2020,3.867,244.251,1641.591,16478.544,92730.961,0.025,6.055,22.707,15.016,58024.997,25858.369,-0.503,-0.503,-21.232,-21.232,2.634,94.024,109.961,-15.937,-13.375,109.802,199.734,-8.579,3.825,,,,
Moldova,2021,27.758,295.032,1746.813,19109.416,114041.494,0.026,6.166,25.755,13.345,60984.886,29476.522,9.682,9.682,16.962,16.962,2.587,109.342,118.295,-8.952,-6.209,111.422,242.079,-14.109,3.25,,,,
Moldova,2022,8.189,330.037,2092.681,18487.157,129886.006,0.024,6.903,24.415,10.062,78428.697,38402.307,4.272,4.272,28.425,28.425,2.541,124.678,136.798,-12.12,-8.39,122.326,275.569,-16.441,4.6,,,,
Moldova,2023,15.442,370.215,2322.667,19200.454,148339.644,0.024,7.39,23.449,11.357,88859.833,40295.67,8.453,8.453,4.645,4.645,2.496,134.85,159.57,-24.72,-17.493,144.417,311.998,-14.027,4.931,,,,
Mongolia,2017,24551.278,28057.584,114.117,7734995.027,8828972.729,0.029,791.436,27.406,17.342,88.389,92.12,11.942,20.461,0.608,0.701,3.178,8000.562,9045.169,-1044.607,115.443,28902.476,28010.711,-11.219,8.8,,,,
Mongolia,2018,26454.416,32634.886,123.201,8178161.615,10077226.49,0.03,834.379,39.378,22.669,96.632,100.959,30.737,28.799,-1.2,-1.531,3.238,10216.537,9283.682,932.855,1982.942,29641.173,32582.629,-18.916,7.8,,,,
Mongolia,2019,27933.881,37895.408,135.487,8483374.263,11494373.52,0.031,901.417,35.592,20.376,103.72,102.98,6.442,5.762,6.277,6.089,3.297,12072.94,11692.52,380.42,1243.676,30066.519,37839.225,-17.378,10,,,,
Mongolia,2020,26650.819,37507.175,140.509,7950402.699,11171021.98,0.03,922.788,22.384,17.316,103.718,102.759,-13.538,-5.332,-15.067,-9.014,3.358,10471.316,13941.396,-3470.08,-2528.373,36568.739,37453.275,-5.742,7,,,,
Mongolia,2021,27093.301,43613.875,160.771,7956367.302,12790221.51,0.029,1010.466,36.719,22.926,114.709,127.972,3.228,5.804,-22.092,-22.547,3.41,14339.183,15668.684,-1329.499,-489.575,34869.742,43555.485,-15.901,8.1,,,,
Mongolia,2022,28460.142,53917.136,189.251,8232431.033,15576465.34,0.03,1111.599,39.896,26.462,138.77,142.434,12.539,9.589,23.767,22.093,3.461,18555.952,18202.166,353.786,1153.045,41191.289,53851.545,-15.737,7.29,,,,
Mongolia,2023,30025.64,63342.465,210.761,8560186.693,18035979.71,0.03,1194.031,38.291,27.382,151.048,156.016,13.915,14.052,24.747,24.52,3.512,21969.503,22436.719,-467.214,1145.25,44324.18,63270.694,-12.958,6.561,,,,
Montenegro,2017,7.55,21.417,151.696,24256.823,34411.009,0.01,0.351,30.223,14.146,301.327,274.257,8.294,8.458,7.3,3.671,0.622,42.013,49.118,-7.105,-4.617,69.053,4.299,-16.866,,,,,
Montenegro,2018,8.056,23.368,156.59,25496.75,37557.923,0.01,0.353,31.915,14.913,309.341,278.528,9.691,8.216,11.315,11.916,0.622,42.884,49.386,-6.503,-4.238,75.237,4.663,-17.938,,,,,
Montenegro,2019,7.162,24.472,159.757,26541.203,39343.952,0.01,0.354,31.978,17.693,308.226,280.839,2.423,0.977,7.678,7.338,0.622,44.296,46.151,-1.856,0.464,82.694,4.951,-15.077,,,,,
Montenegro,2020,-12.682,20.956,159.476,22503.9,33728.794,0.009,0.349,31.186,5.134,306.89,276.194,-19.535,-17.563,-48.302,-11.411,0.621,45.233,56.625,-11.392,-8.563,111.841,4.186,-27.296,,,,,
Montenegro,2021,16.01,24.987,167.013,25422.838,40190.155,0.01,0.35,26.655,17.448,316.896,294.791,10.579,7.37,82.221,17.327,0.622,45.258,47.05,-1.793,0.677,89.87,4.955,-9.741,,,,,
Montenegro,2022,9.284,27.995,184.087,26965.22,45000.519,0.01,0.36,29.241,16.078,368.588,357.027,25.194,21.208,31.581,29.711,0.622,41.272,45.685,-4.414,-2.696,76.281,5.797,-14.02,,,,,
Montenegro,2023,7.791,30.975,197.093,28160.539,49759.465,0.01,0.372,28.152,17.409,393.191,362.133,10.412,1.104,12.609,-0.372,0.622,44.745,46.552,-1.807,0.089,70.029,6.486,-11.501,,,,,
Morocco,2017,1108.596,1552.986,104.11,39856.777,44559.45,0.233,4.023,31.456,28.254,100.739,102.806,6.207,5.456,10.597,10.487,34.852,306.954,347.33,-40.377,-10.942,752.558,1148.895,-6.913,10.2,748.337,,-53.681,
Morocco,2018,1140.434,1623.958,105.088,40649.409,46108.975,0.232,3.966,31.941,26.993,103.2,101.598,4.332,4.344,2.058,3.306,35.22,314.007,358.442,-44.435,-15.248,783.157,1195.237,-11.102,9.5,780.035,,-49.871,
Morocco,2019,1173.14,1684.411,105.946,41393.247,47332.194,0.232,3.928,30.421,26.985,101.997,103.585,0.954,3.717,4.211,3.352,35.587,319.03,366.607,-47.577,-19.111,807.525,1239.836,-7.832,9.2,803.948,,-51.337,
Morocco,2020,1079.068,1570.651,106.097,38031.874,43687.429,0.222,3.883,28.62,27.474,103.188,101.907,-11.372,-7.776,-16.857,1.505,35.952,338.145,427.661,-89.516,-58.233,904.847,1152.477,-2.581,11.9,896.872,,-69.503,
Morocco,2021,1181.395,1751.575,108.638,40674.004,48235.475,0.226,3.805,30.368,27.996,105.266,108.729,11.358,11.754,6.882,11.772,36.313,347.721,430.004,-82.283,-53.04,954.75,1274.727,-5.678,12.3,947.704,,-82.708,
Morocco,2022,1189.401,1824.082,111.953,40786.071,49744.51,0.222,3.664,30.115,26.616,117.441,122.641,-0.044,-4.405,29.865,9.371,36.669,386.247,460.921,-74.673,-43.924,1022.248,1330.158,-8.153,11.8,1016.342,,-73.466,
Morocco,2023,1218.864,1977.523,118.773,41360.64,53414.796,0.22,3.75,29.692,26.627,124.084,122.872,-5.49,-5.915,-8.712,-9.965,37.022,429.696,505.409,-75.713,-37.243,1076.515,1444.843,-7.581,12.038,1070.137,,-77.817,
Mozambique,2017,642.229,890.521,131.643,23570.227,31083.823,0.03,22.856,33.186,13.627,130.227,122.558,-0.223,5.41,34.548,33.744,28.649,254.627,273.372,-18.745,9.098,979.558,840.526,-22.145,,,,,
Mozambique,2018,663.919,949.369,135.594,23739.8,32265.258,0.03,22.989,50.048,17.85,123.528,124.554,20.894,11.664,5.195,4.21,29.424,256.465,312.073,-55.609,-11.55,1062.746,895.567,-36.978,,,,,
Mozambique,2019,678.077,1018.584,142.45,23598.165,33632.63,0.03,23.726,60.058,40.916,125.724,128.773,-8.573,10.638,-3.688,-7.662,30.286,318.206,299.89,18.317,52.723,1052.484,962.621,-22.089,,,,,
Mozambique,2020,666.465,1038.174,147.291,22647.815,33298.029,0.03,24.216,50.811,23.26,129.948,133.2,-5.416,-9.482,-17.901,-19.137,31.178,297.884,356.191,-58.307,-24.513,1299.686,983.407,-31.451,,,,,
Mozambique,2021,685.771,1112.649,154.098,22532.452,34686.738,0.029,24.246,34.018,11.635,139.707,145.16,-2.469,8.254,16.94,24.129,32.077,315.396,356.555,-41.158,-10.391,1209.225,1053.127,-25.984,,,,,
Mozambique,2022,716.242,1290.744,171.78,22841.208,39149.616,0.03,25.259,51.021,18.158,156.883,162.948,34.374,49.393,32.609,33.889,32.97,361.023,427.621,-66.599,-28.268,1263.884,1223.162,-39.158,,,,,
Mozambique,2023,768.721,1490.075,185.684,23766.346,43958.436,0.031,26.335,32.097,16.078,165.456,169.48,-18.13,-21.477,-2.1,-1.978,33.897,414.342,457.209,-42.869,5.952,1357.886,1414.429,-19.533,,,,,
Myanmar,2017,78488.949,82986.808,105.373,1512183.849,1594376.281,0.184,366.713,34.5,27.707,137.057,137.829,16.227,19.609,2.096,3.75,52.05,14828.444,17194.834,-2366.391,-1261.749,31853.229,82700.024,-10.955,,,,,
Myanmar,2018,83516.435,93101.384,111.111,1596777.95,1775071.675,0.189,377.605,33.009,28.303,146.251,154.558,5.537,0.401,18.187,18.126,52.449,16375.476,19535.936,-3160.46,-1507.908,37541.475,92788.955,-7.846,,,,,
Myanmar,2019,89154.091,105594.326,118.073,1692218.835,1998676.845,0.197,394.192,32.285,29.458,161.038,169.365,-10.288,-14.512,-3.608,-6.785,52.832,17225.511,21341.392,-4115.881,-2564.9,40829.344,105258.501,-4.772,,,,,
Myanmar,2020,91993.81,115466.154,125.128,1734161.475,2170473.825,0.209,412.365,32.285,28.902,166.862,165.139,4.752,8.354,-3.593,-3.686,53.199,18476.293,24939.437,-6463.143,-4616.368,45247.868,115105.761,-6.133,,,,,
Myanmar,2021,75471.594,98958.688,130.686,1413752.799,1847968.409,0.162,412.168,32.285,31.976,170.648,182.251,-28.488,-25.854,-20.213,-8.78,53.55,12961.201,23840.009,-10878.808,-8808.871,64714.121,98654.174,-0.51,,,,,
Myanmar,2022,76979.372,117952.308,152.805,1432625.882,2188919.866,0.159,450.379,32.285,27.988,210.327,231.001,-0.076,1.608,-7.032,-8.791,53.886,15594.335,21645.425,-6051.09,-2971.825,70610.549,117624.983,-7.141,,,,,
Myanmar,2023,78968.288,138607.664,175.082,1460977.863,2557091.305,0.159,497.737,32.285,30.709,235.804,245.04,-4.664,-3.263,3.891,8.384,54.205,19171.042,25331.042,-6159.999,-2568.85,79609.419,138255.036,-2.757,,,,,
Namibia,2017,143.541,208.891,118.678,71348.102,88186.35,0.02,7.021,16.223,11.833,133.336,133.594,-2.042,-0.993,20.105,17.069,2.369,89.887,103.449,-13.562,-5.453,119.027,171.57,-4.995,,111.17,,,
Namibia,2018,147.16,220.034,123.934,70763.144,91162.736,0.019,7.159,12.644,9.195,136.944,140.19,2.907,3.442,10.449,11.934,2.414,87.793,102.111,-14.318,-5.248,137.004,181.067,-4.039,,128.63,,,
Namibia,2019,144.035,219.278,125.082,68876.83,89176.143,0.019,7.098,12.772,11.035,141.307,141.123,-8.519,-9.816,-7.486,-7.42,2.459,89.772,105.215,-15.442,-5.095,161.888,181.211,-2.001,,149.651,,,
Namibia,2020,125.036,208.592,130.875,62145.339,83287.297,0.018,7.331,11.556,14.392,142.835,144.167,-15.883,-20.127,-16.23,-18.709,2.504,91.616,113.748,-22.132,-10.818,176.33,174.243,2.829,,169.531,,,
Namibia,2021,141.355,222.092,133.454,63182.154,87087.223,0.017,7.155,14.115,4.228,149.337,152.673,30.661,33.603,10.651,13.288,2.55,86.522,111.284,-24.762,-12.723,199.822,183.94,-11.161,,196.449,,,
Namibia,2022,148.675,247.572,143.084,64897.652,95365.592,0.018,7.169,13.418,1.204,160.648,165.314,14.399,16.613,20.066,16.82,2.596,91.79,111.845,-20.054,-6.483,213.86,206.205,-14.339,,212.822,,,
Namibia,2023,150.994,270.956,153.632,65548.82,102530.923,0.018,7.424,14.641,7.489,169.846,172.19,-1.741,-1.264,3.715,4.553,2.643,106.374,120.021,-13.646,2.349,221.406,227.646,-8.019,,220.4,,,
Nepal,2017,2047.314,3204.633,150.964,75819.481,113706.278,0.08,31.235,37.325,37.002,119.289,118.651,,,,,28.183,665.476,750.911,-85.435,-76.277,793.94,3077.145,-0.416,,,,,
Nepal,2018,2201.328,3597.635,157.539,80673.34,126203.089,0.084,31.83,39.548,32.45,123.744,125.83,,,,,28.507,788.202,995.633,-207.431,-192.046,1105.468,3455.949,-9.448,,,,,
Nepal,2019,2346.4,4010.995,164.93,85071.583,139113.719,0.087,32.736,41.379,34.45,129.784,134.571,,,,,28.832,884.913,1082.348,-197.436,-177.669,1347.227,3858.93,-9.298,,,,,
Nepal,2020,2281.93,4038.726,170.236,81595.075,137612.065,0.087,33.354,30.44,29.428,138.991,139.466,,,,,29.349,887.276,1101.227,-213.951,-188.716,1727.405,3888.704,-1.352,,,,,
Nepal,2021,2399.656,4517.196,181.749,84394.991,151849.911,0.086,34.079,35.164,27.462,141.221,144.517,,,,,29.748,1036.06,1213.243,-177.183,-143.314,1927.281,4352.55,-10.545,,,,,
Nepal,2022,2534.856,5118.862,195.066,87936.308,169766.644,0.088,34.182,37.417,24.743,152.499,159.751,,,,,30.152,1164.471,1323.043,-158.572,-114.317,2169.586,4933.697,-17.847,,,,,
Nepal,2023,2549.539,5553.862,210.365,87426.1,181721.967,0.086,35.555,33.767,32.23,165.55,168.902,,,,,30.562,1060.452,1381.341,-320.89,-248.569,2551.57,5361.723,-2.172,,,,,
